Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR021192	Uncharacterised conserved protein UCP031578, VanZ/RDD-type	interpro	family		PIRSF031578	
IPR021193	BPI fold-containing family B member 1	interpro	family		PTHR47395,PIRSF037186	GO:0005615
IPR021194	Uncharacterised protein family, dehydrogenase DR0790 type, predicted	interpro	family		PIRSF026478	
IPR021195	Ubiquinol cytochrome c reductase, cytochrome c1 subunit, predicted	interpro	family		PIRSF019225	
IPR021196	PdxT/SNO family, conserved site	interpro	conserved_site		PS01236	
IPR021197	Cross-wall-targeting lipoprotein motif	interpro	conserved_site		TIGR03726	
IPR021198	Pyridoxamine 5'-phosphate oxidase, plant	interpro	family		PIRSF037048	GO:0004733,GO:0052856,GO:0008615
IPR021199	Cytadherence high molecular weight protein 1 N-terminal	interpro	domain		TIGR03836	
IPR021200	Conserved hypothetical integral membrane protein	interpro	family		TIGR03766	
IPR021201	Leader peptide, exosporium	interpro	domain		TIGR03720	
IPR021202	Apoptosis inhibitor Rv3654c-like	interpro	family		TIGR03816	
IPR021203	Muellerian-inhibiting factor	interpro	family		PTHR15009,PIRSF037270	
IPR021204	Integrating conjugative element protein, PFL4711	interpro	family		TIGR03755	
IPR021205	Lantibiotic ABC transporter permease subunit, SpaE/MutE/EpiE-like	interpro	family		cd21807,TIGR03732	
IPR021206	MprA protease C-terminal rhombosortase-interaction domain	interpro	domain		TIGR03867	
IPR021207	Integrating conjugative element protein, PFL4705	interpro	family		TIGR03752	
IPR021210	Exosporium BclB, C-terminal domain	interpro	domain		TIGR03721	
IPR021211	Sorting assembly machinery 35kDa subunit	interpro	family		PF10806	
IPR021212	Domain of unknown function DUF2760	interpro	domain		PF10816	
IPR021213	Protein of unknown function DUF2567	interpro	family		PF10821	
IPR021214	Protein of unknown function DUF2568	interpro	family		PF10823	
IPR021215	Protein of unknown function DUF2752	interpro	family		PF10825	
IPR021216	Protein of unknown function DUF2722	interpro	family		PF10846	
IPR021217	Spiroplasma phage 1-C74, Orf10	interpro	family		PF10854	
IPR021218	Protein of unknown function DUF2784	interpro	family		PF10861	
IPR021219	Protein of unknown function DUF2703	interpro	family		PF10865	
IPR021220	Protein of unknown function DUF2686	interpro	family		PF10887	
IPR021221	Protein fil	interpro	family		PF10893	
IPR021222	Protein of unknown function DUF2714	interpro	family		PF10896	
IPR021223	Abortive phage resistance protein AbiGi	interpro	family		PF10899	
IPR021224	Protein of unknown function DUF2690	interpro	family		PF10901	
IPR021225	Tlde1 domain	interpro	domain		PF10908	
IPR021226	Protein of unknown function DUF2744	interpro	family		PF10910	
IPR021228	BREX system ATP-binding protein BrxD	interpro	family		PF10923	
IPR021229	Protein of unknown function DUF2800	interpro	family		PF10926	
IPR021230	Protein of unknown function DUF2810	interpro	family		PF10928	
IPR021231	Protein of unknown function DUF2811	interpro	family		PF10929	
IPR021232	Protein of unknown function DUF2735	interpro	family		PF10931	
IPR021233	Protein of unknown function DUF2783	interpro	family		PF10932	
IPR021234	Protein of unknown function DUF2827	interpro	family		PF10933	
IPR021235	Protein of unknown function DUF2637	interpro	family		PF10935	
IPR021236	Uncharacterised protein family YfdX	interpro	family		PF10938	
IPR021237	Leader peptide SpeFL	interpro	family		MF_00851,PF10940	
IPR021238	Protein of unknown function DUF2620	interpro	family		PF10941	
IPR021239	Protein of unknown function DUF2625	interpro	family		PF10946	
IPR021240	Protein of unknown function DUF2776	interpro	family		PF10951	
IPR021241	Peptidoglycan-binding protein, CsiV	interpro	family		PF10972	
IPR021242	Protein of unknown function DUF2799	interpro	family		PF10973	
IPR021243	Protein of unknown function DUF2804	interpro	family		PTHR35868	
IPR021244	Protein of unknown function DUF2802	interpro	family		PF10975	
IPR021245	Protein of unknown function DUF2790	interpro	family		PF10976	
IPR021246	Protein of unknown function DUF2797	interpro	family		PF10977	
IPR021247	Protein of unknown function DUF2785	interpro	family		PF10978	
IPR021248	Protein of unknown function DUF2787	interpro	family		PTHR38978,PF10980	
IPR021249	Protein of unknown function DUF2788	interpro	family		PF10981	
IPR021250	Protein of unknown function DUF2789	interpro	family		PF10982	
IPR021251	Protein of unknown function DUF2793	interpro	family		PF10983	
IPR021252	Protein of unknown function DUF2794	interpro	family		PF10984	
IPR021253	Protein of unknown function DUF2796	interpro	family		PF10986	
IPR021254	Protein of unknown function DUF2806	interpro	family		TIGR03899,PF10987	
IPR021255	Putative auto-transporter adhesin, head GIN domain	interpro	domain		PF10988	
IPR021256	Protein of unknown function DUF2808	interpro	family		PF10989	
IPR021257	Protein of unknown function DUF2809	interpro	family		PF10990	
IPR021258	Epiplasmin protein	interpro	family		PF10992	
IPR021259	Protein of unknown function DUF2817	interpro	family		PF10994	
IPR021260	Lipid II flippase Amj	interpro	family		PF10997,MF_02077	
IPR021261	Glycerophosphocholine acyltransferase 1	interpro	family		PTHR31201,PF10998	
IPR021262	Protein of unknown function DUF2839	interpro	family		PF10999	
IPR021263	Protein of unknown function DUF2840	interpro	family		PF11000	
IPR021264	Subtelomeric hrmA-associated cluster protein AFUB_079030/YDR124W-like	interpro	family		PTHR36102	
IPR021265	Protein of unknown function DUF2842	interpro	family		PF11003	
IPR021266	Kdo hydroxylase	interpro	family		PF11004	
IPR021267	Protein of unknown function DUF2844	interpro	family		PF11005	
IPR021268	Protein of unknown function DUF2845	interpro	family		PF11006	
IPR021269	Protein of unknown function DUF2848	interpro	family		PF11010	
IPR021270	Protein of unknown function DUF2849	interpro	family		PF11011	
IPR021271	Protein of unknown function DUF2850	interpro	family		PF11012	
IPR021272	Protein of unknown function DUF2851	interpro	family		PF11013	
IPR021273	Protein of unknown function DUF2852	interpro	family		PF11014	
IPR021274	Protein of unknown function DUF2853	interpro	family		PF11015	
IPR021275	Protein of unknown function DUF2854	interpro	family		PTHR35551,PF11016	
IPR021276	Protein of unknown function DUF2855	interpro	family		PF11017	
IPR021277	Protein of unknown function DUF2610	interpro	family		PF11020	
IPR021278	ATP synthase subunit K	interpro	family		PTHR28074,PF11022	
IPR021279	Protein of unknown function DUF2721	interpro	family		PF11026	
IPR021280	Protein O-mannosyl-transferase TMEM260-like	interpro	family		PF11028	
IPR021281	Small nuclear RNA activating complex subunit 2	interpro	family		PTHR15132,PF11035	GO:0016251,GO:0009301
IPR021282	Dispersed gene family protein 1, domain 5	interpro	domain		PF11038	
IPR021283	Protein of unknown function DUF2612	interpro	family		PF11041	
IPR021284	Protein of unknown function DUF2750	interpro	family		PF11042	
IPR021285	Transcription regulator, HycA	interpro	family		PF11046	
IPR021286	Baculovirus, protein E26	interpro	family		PF11050	
IPR021287	Trans-sialidase, conserved site	interpro	conserved_site		PF11052	
IPR021288	Sporulated oocyst TA4 antigen	interpro	family		PF11054	
IPR021289	Recombination, repair and ssDNA binding protein UvsY	interpro	family		PF11056	
IPR021290	Protein of unknown function DUF2861	interpro	family		PF11060	
IPR021291	Cytochrome b6f, subunit Tsr0524-like	interpro	family		PF11061	
IPR021292	Protein of unknown function DUF2863	interpro	family		PF11062	
IPR021293	Protein of unknown function DUF2865	interpro	family		PF11064	
IPR021294	Protein of unknown function DUF2866	interpro	family		PF11065	
IPR021295	Protein of unknown function DUF2867	interpro	family		PF11066	
IPR021296	Protein of unknown function DUF2868	interpro	family		PF11067	
IPR021297	YlqD protein	interpro	family		PF11068	
IPR021298	Cilia- and flagella-associated protein 298	interpro	family		PTHR13238,PF11069	GO:0003352
IPR021299	Protein of unknown function DUF2871	interpro	family		PF11070	
IPR021300	Integrating conjugative element protein, PFL4695	interpro	family		TIGR03765,PF11072	
IPR021301	Domain of unknown functionDUF2779	interpro	domain		PF11074	
IPR021302	Protein of unknown function DUF2780, VcgC/VcgE	interpro	family		PF11075	
IPR021303	Uncharacterised protein family, inner membrane, YbhQ	interpro	family		PF11076	
IPR021304	Adenovirus L4-33K/L4-22K	interpro	family		PF11081	GO:0019073
IPR021305	Protein of unknown function DUF2880	interpro	family		PF11082	
IPR021306	Protein of unknown function DUF2878	interpro	family		PF11086	
IPR021307	Protein of unknown function DUF2884	interpro	family		PF11101	
IPR021308	Group 4 capsule polysaccharide formation lipoprotein GfcB	interpro	family		PF11102	
IPR021309	Inner membrane protein YgaP-like, transmembrane domain	interpro	domain		PF11127	
IPR021310	Plant viral coat protein nucleocapsid	interpro	family		PF11128	
IPR021311	Rev protein of equine infectious anaemia virus	interpro	family		PF11129	
IPR021312	Protein of unknown function DUF2889	interpro	family		PF11136	
IPR021313	Protein of unknown function DUF2909	interpro	family		PF11137	
IPR021314	Protein of unknown function DUF2911	interpro	family		PF11138	
IPR021315	Glycolipid exporter Gap/Sap	interpro	family		PF11139	
IPR021316	Protein of unknown function DUF2913	interpro	family		PF11140	
IPR021317	Protein of unknown function DUF2917	interpro	family		PF11142	
IPR021318	Protein of unknown function DUF2919	interpro	family		PF11143	
IPR021319	Protein of unknown function DUF2921	interpro	family		PTHR33389,PF11145	
IPR021320	Protein of unknown function DUF2905	interpro	family		PTHR36443,PF11146	
IPR021321	Protein of unknown function DUF2922	interpro	family		PF11148	
IPR021322	Protein of unknown function DUF2924	interpro	family		PF11149	
IPR021323	Protein of unknown function DUF2927	interpro	family		PF11150	
IPR021324	Protein of unknown function DUF2929	interpro	family		PF11151	
IPR021325	Cofactor assembly of complex C subunit B, CCB2/CCB4	interpro	family		PF11152	
IPR021326	Protein of unknown function DUF2931	interpro	family		PF11153	
IPR021327	Protein of unknown function DUF2934	interpro	family		PF11154	
IPR021328	Spore coat protein CotB-like	interpro	family		PF11155	
IPR021329	Protein of unknown function DUF2938	interpro	family		PF11158	
IPR021330	Protein of unknown function DUF2939	interpro	family		PF11159	
IPR021331	Hypervirulence associated protein, TUDOR domain	interpro	domain		PF11160	
IPR021332	Protein of unknown function DUF2944	interpro	family		PF11161	
IPR021333	Protein of unknown function DUF2946	interpro	family		PF11162	
IPR021334	Protein of unknown function DUF2947	interpro	family		PF11163	
IPR021335	Protein of unknown function DUF2948	interpro	family		PF11164	
IPR021336	Protein of unknown function DUF2949	interpro	family		PF11165	
IPR021337	Protein of unknown function DUF2951	interpro	family		PF11166	
IPR021338	Protein of unknown function DUF2953	interpro	family		PF11167	
IPR021339	Protein of unknown function DUF2956	interpro	family		PF11169	
IPR021340	Protein of unknown function DUF2957	interpro	family		PF11170	
IPR021341	Protein of unknown function DUF2958	interpro	family		PF11171	
IPR021342	Protein of unknown function DUF2959	interpro	family		PF11172	
IPR021343	Protein of unknown function DUF2960	interpro	family		PF11173	
IPR021344	Protein of unknown function DUF2970	interpro	family		PF11174	
IPR021345	Protein of unknown function DUF2961	interpro	family		PF11175	
IPR021346	Translation machinery-associated protein 16	interpro	family		PTHR13349,PF11176	
IPR021347	Protein of unknown function DUF2964	interpro	family		PF11177	
IPR021348	Domiain of unknown function DUF2963	interpro	domain		PF11178	
IPR021349	Protein of unknown function DUF2967	interpro	family		PF11179	
IPR021350	Protein of unknown function DUF2968	interpro	family		PF11180	
IPR021351	Protein of unknown function DUF2969	interpro	family		PF11184	
IPR021352	Protein of unknown function DUF2971	interpro	family		PF11185	
IPR021353	Protein of unknown function DUF2972	interpro	family		PF11186	
IPR021354	Protein of unknown function DUF2975	interpro	family		PF11188	
IPR021355	Bacteriophage Syn9, Gp224	interpro	family		PF11189	
IPR021356	Integrating conjugative element protein PFL4702	interpro	family		TIGR03745,PF11190	
IPR021357	Protein of unknown function DUF2782	interpro	family		PF11191	
IPR021358	Protein of unknown function DUF2977	interpro	family		PF11192	
IPR021359	Protein of unknown function DUF2812	interpro	family		PF11193	
IPR021361	Thoeris anti-defense 2-like	interpro	family		PF11195	
IPR021362	Protein of unknown function DUF2834	interpro	family		PF11196	
IPR021363	Protein of unknown function DUF2835	interpro	family		PF11197	
IPR021364	Protein of unknown function DUF2857	interpro	family		PF11198	
IPR021365	Protein of unknown function DUF2891	interpro	family		PF11199	
IPR021366	Protein of unknown function DUF2981	interpro	family		PF11200	
IPR021367	Protein of unknown function DUF2982	interpro	family		PF11201	
IPR021368	Type VII secretion system protein EccE	interpro	family		TIGR03923	
IPR021369	Protein of unknown function DUF2985	interpro	family		PF11204	
IPR021370	Protein of unknown function DUF2987	interpro	family		PF11205	
IPR021372	Protein of unknown function DUF2989	interpro	family		PF11207	
IPR021373	Protein of unknown function DUF2993	interpro	family		PF11209	
IPR021374	Protein of unknown function DUF2996	interpro	family		PF11210,PTHR36341	
IPR021375	Protein of unknown function DUF2997	interpro	family		PF11211	
IPR021376	Protein of unknown function DUF2999	interpro	family		PF11212	
IPR021377	Protein of unknown function DUF3006	interpro	family		PF11213	
IPR021378	Protein of unknown function DUF3010	interpro	family		PF11215	
IPR021379	Protein of unknown function DUF3012	interpro	family		PF11216	
IPR021380	Protein of unknown function DUF3013	interpro	family		PF11217	
IPR021381	Protein of unknown function DUF3011	interpro	family		PF11218	
IPR021382	Protein of unknown function DUF3014	interpro	family		PF11219	
IPR021383	Protein of unknown function DUF3015	interpro	family		PF11220	
IPR021384	Mediator complex, subunit Med21	interpro	family		PF11221,PTHR13381	
IPR021385	Protein of unknown function DUF3017	interpro	family		PF11222	
IPR021386	SPP41, DUF3020	interpro	domain		PF11223	
IPR021387	Protein of unknown function DUF3023	interpro	family		PF11224	
IPR021388	Bacteriophage 933W, L0084	interpro	family		PF11225	
IPR021389	Protein of unknown function DUF3022	interpro	family		PF11226	
IPR021390	Protein of unknown function DUF3025	interpro	family		PF11227	
IPR021391	Protein of unknown function DUF3027	interpro	family		PF11228	
IPR021392	Focadhesin, C-terminal domain	interpro	domain		PF11229	
IPR021393	Protein of unknown function DUF3034	interpro	family		PF11231	
IPR021394	Mediator complex, subunit Med25, PTOV domain	interpro	domain		PF11232	
IPR021395	Protein of unknown function DUF3035	interpro	family		PF11233	
IPR021397	Mediator complex, subunit Med25, synapsin 1	interpro	domain		PF11235	
IPR021398	Protein of unknown function DUF3037	interpro	family		PF11236	
IPR021399	Protein of unknown function DUF3038	interpro	family		PF11237	
IPR021400	Protein of unknown function DUF3039	interpro	family		PF11238	
IPR021401	Protein of unknown function DUF3040	interpro	family		PF11239	
IPR021402	Protein of unknown function DUF3042	interpro	family		PF11240	
IPR021403	Protein of unknown function DUF3043	interpro	family		PF11241	
IPR021404	Bacteriophage T4, Gp24.3	interpro	family		PF11242	
IPR021405	Bacteriophage T4, Gp30.1	interpro	family		PF11243	
IPR021407	Protein of unknown function DUF2544	interpro	family		PF11245	
IPR021408	Protein of unknown function DUF3046	interpro	family		PF11248	
IPR021409	Protein of unknown function DUF3047	interpro	family		PF11249	
IPR021410	The fantastic four family	interpro	family		PTHR33155	
IPR021411	Sugarcane yellow leaf virus (SCYLV), Orf0	interpro	family		PF11252	
IPR021412	Protein of unknown function DUF3052	interpro	family		PF11253	
IPR021413	Protein of unknown function DUF3053	interpro	family		PF11254	
IPR021414	Protein of unknown function DUF3054	interpro	family		PF11255	
IPR021415	SAV0927-like	interpro	family		PF11256	
IPR021416	DUF3048, N-terminal	interpro	domain		PF11258	
IPR021417	Protein of unknown function DUF3060	interpro	family		PF11259	
IPR021418	THO complex, subunitTHOC2, C-terminal	interpro	domain		PF11262	
IPR021419	Mediator of RNA polymerase II transcription subunit 25, von Willebrand factor type A domain	interpro	domain		PF11265	
IPR021420	Protein of unknown function DUF3067	interpro	family		PF11267,PTHR35126	
IPR021421	Domain of unknown function DUF3071	interpro	domain		PF11268	
IPR021422	Protein of unknown function DUF3069	interpro	family		PF11269	
IPR021424	Porin PorA	interpro	family		PF11271	
IPR021425	Protein of unknown function DUF3072	interpro	family		PF11272	
IPR021426	Protein of unknown function DUF3073	interpro	family		PF11273	
IPR021427	Protein of unknown function DUF3077	interpro	family		PF11275	
IPR021428	Protein of unknown function DUF3078	interpro	family		PF11276	
IPR021429	Mediator complex, subunit Med24,	interpro	family		PF11277,PTHR12898	GO:0016592
IPR021430	Protein of unknown function DUF3079	interpro	family		PF11278	
IPR021431	Protein of unknown function DUF3080	interpro	family		PF11279	
IPR021432	Protein of unknown function DUF3081	interpro	family		PF11280	
IPR021433	Protein of unknown function DUF3083	interpro	family		PF11281	
IPR021434	Protein of unknown function DUF3082	interpro	family		PF11282	
IPR021435	Protein of unknown function DUF3084	interpro	family		PF11283	
IPR021436	Protein of unknown function DUF3085	interpro	family		PF11284	
IPR021437	Protein of unknown function DUF3086	interpro	family		PF11285	
